entry_time,split,profit,exit_type,label_invalid,rsi,bb_width_ratio,vol_ratio,spread_pts,entry_hour,entry_dow,side_sell,rsi_depth,mae_r_b5,mfe_r_b5,mae_r_b6,mfe_r_b6,mae_delta_b5_b6,mfe_delta_b5_b6
2024-07-04 22:00:00+00:00,val,-0.22,midline,0,24.86,0.000266,6.508,50,21,4,0,0.14000000000000057,0.255,0.0,0.255,0.0,0.0,0.0
2024-07-05 01:45:00+00:00,val,0.2,midline,0,78.87,0.000799,1.586,1,1,5,1,3.8700000000000045,0.025,0.185,0.025,0.185,0.0,0.0
2024-07-09 00:10:00+00:00,val,-0.18,midline,0,75.16,0.000396,1.697,2,0,2,1,0.1599999999999966,0.11,0.025,0.135,0.025,0.02500000000000001,0.0
2024-08-01 07:30:00+00:00,val,-2.01,sl,1,23.84,0.000989,1.576,1,7,4,0,1.1600000000000001,0.33,0.01,0.33,0.115,0.0,0.10500000000000001
2024-08-07 02:45:00+00:00,val,0.01,midline,0,23.86,0.001176,1.795,1,2,3,0,1.1400000000000006,0.26,0.15,0.26,0.15,0.0,0.0
2024-08-08 00:15:00+00:00,val,0.24,midline,0,75.09,0.000807,1.921,1,0,4,1,0.09000000000000341,0.205,0.06,0.205,0.06,0.0,0.0
2024-08-15 02:20:00+00:00,val,0.07,midline,0,23.59,0.000779,1.51,4,2,4,0,1.4100000000000001,0.155,0.055,0.155,0.055,0.0,0.0
2024-08-19 04:15:00+00:00,val,-0.16,midline,0,76.12,0.000666,1.847,4,4,1,1,1.1200000000000045,0.14,0.07,0.14,0.07,0.0,0.0
2024-08-19 06:55:00+00:00,val,0.66,midline,0,75.96,0.001097,1.53,4,6,1,1,0.9599999999999937,0.095,0.17,0.095,0.37,0.0,0.19999999999999998
2024-08-28 00:55:00+00:00,val,0.07,midline,0,22.49,0.000727,2.651,4,0,3,0,2.5100000000000016,0.15,0.015,0.15,0.04,0.0,0.025
2024-08-29 01:20:00+00:00,val,0.08,midline,0,77.18,0.000632,1.742,4,1,4,1,2.180000000000007,0.11,0.08,0.11,0.08,0.0,0.0
2024-09-09 08:05:00+00:00,val,0.52,midline,0,20.23,0.001329,2.103,4,8,1,0,4.77,0.15,0.205,0.15,0.205,0.0,0.0
2024-09-10 01:10:00+00:00,val,0.02,midline,0,23.11,0.00056,2.919,4,1,2,0,1.8900000000000006,0.205,0.035,0.205,0.035,0.0,0.0
2024-09-10 08:00:00+00:00,val,0.75,midline,0,75.69,0.001153,2.2,3,7,2,1,0.6899999999999977,0.0,0.405,0.0,0.505,0.0,0.09999999999999998
2024-09-11 02:35:00+00:00,val,-0.03,midline,0,80.35,0.001411,2.523,4,2,3,1,5.349999999999994,0.305,0.145,0.46,0.145,0.15500000000000003,0.0
2024-09-12 07:00:00+00:00,val,0.14,midline,0,77.5,0.000576,2.141,4,6,4,1,2.5,0.11,0.21,0.11,0.21,0.0,0.0
2024-09-13 01:20:00+00:00,val,-0.12,midline,0,77.02,0.001086,1.563,4,1,5,1,2.019999999999996,0.13,0.155,0.13,0.155,0.0,0.0
2024-09-15 23:30:00+00:00,val,-0.47,midline,0,75.16,0.001169,2.373,4,23,0,1,0.1599999999999966,0.055,0.035,0.055,0.065,0.0,0.03
2024-09-16 04:40:00+00:00,val,0.02,midline,0,76.88,0.001318,1.591,4,4,1,1,1.8799999999999955,0.335,0.0,0.335,0.0,0.0,0.0
2024-09-16 07:50:00+00:00,val,-1.06,midline,1,80.81,0.001545,1.558,4,7,1,1,5.810000000000002,0.2,0.105,0.2,0.12,0.0,0.015
2024-09-18 00:35:00+00:00,val,-0.03,midline,0,79.42,0.000907,1.731,4,0,3,1,4.420000000000002,0.06,0.065,0.06,0.075,0.0,0.009999999999999995
2024-09-18 01:55:00+00:00,val,0.17,midline,0,79.04,0.00057,2.532,4,1,3,1,4.040000000000006,0.11,0.12,0.11,0.12,0.0,0.0
2024-09-18 06:05:00+00:00,val,0.08,midline,0,22.41,0.000852,1.61,4,6,3,0,2.59,0.06,0.085,0.065,0.085,0.0050000000000000044,0.0
2024-09-19 07:55:00+00:00,val,-2.02,sl,1,76.33,0.001305,1.529,3,7,4,1,1.3299999999999983,0.625,0.15,0.625,0.15,0.0,0.0
2024-09-24 23:40:00+00:00,val,-0.23,midline,0,76.26,0.000453,2.427,4,23,2,1,1.2600000000000051,0.275,0.02,0.275,0.02,0.0,0.0
2024-09-26 07:00:00+00:00,val,-0.53,e8c,0,77.16,0.001061,1.518,4,6,4,1,2.1599999999999966,0.16,0.13,0.17,0.13,0.010000000000000009,0.0
2024-10-03 01:30:00+00:00,val,-0.06,midline,0,23.58,0.000751,1.638,4,1,4,0,1.4200000000000017,0.075,0.175,0.075,0.175,0.0,0.0
2024-10-03 06:20:00+00:00,val,0.24,midline,0,23.76,0.000897,2.029,4,6,4,0,1.2399999999999984,0.055,0.115,0.055,0.115,0.0,0.0
2024-10-16 07:05:00+00:00,val,0.16,midline,0,21.76,0.000725,4.864,4,7,3,0,3.2399999999999984,0.205,0.11,0.23,0.11,0.025000000000000022,0.0
2024-10-21 06:00:00+00:00,val,0.21,midline,0,23.57,0.000948,1.752,4,5,1,0,1.4299999999999997,0.02,0.22,0.02,0.22,0.0,0.0
2024-10-23 12:45:00+00:00,val,0.1,midline,0,19.51,0.000989,1.574,3,12,3,0,5.489999999999998,0.38,0.035,0.38,0.035,0.0,0.0
2024-10-28 08:10:00+00:00,val,-0.96,midline,1,76.2,0.001399,1.712,4,8,1,1,1.2000000000000028,0.54,0.02,0.54,0.02,0.0,0.0
2024-10-31 02:00:00+00:00,val,0.56,midline,0,19.78,0.001161,1.529,4,1,4,0,5.219999999999999,0.04,0.23,0.04,0.235,0.0,0.004999999999999977
2024-11-01 08:10:00+00:00,val,0.45,midline,0,24.1,0.001234,1.561,4,8,5,0,0.8999999999999986,0.3,0.0,0.3,0.0,0.0,0.0
2024-11-05 07:10:00+00:00,val,-0.11,midline,0,76.16,0.000724,1.874,4,7,2,1,1.1599999999999966,0.215,0.075,0.215,0.075,0.0,0.0
2024-11-07 07:10:00+00:00,val,0.15,midline,0,76.4,0.001399,1.871,4,7,4,1,1.4000000000000057,0.65,0.045,0.65,0.045,0.0,0.0
2024-11-15 06:50:00+00:00,val,-0.11,midline,0,77.09,0.001603,2.067,4,6,5,1,2.0900000000000034,0.25,0.255,0.25,0.255,0.0,0.0
2024-11-28 00:15:00+00:00,val,-0.71,e8c,0,24.45,0.001274,1.573,4,0,4,0,0.5500000000000007,0.035,0.23,0.075,0.23,0.039999999999999994,0.0
2024-12-12 00:05:00+00:00,val,0.28,midline,0,77.87,0.001383,2.665,4,0,4,1,2.8700000000000045,0.055,0.23,0.055,0.25,0.0,0.01999999999999999
2024-12-12 07:05:00+00:00,val,0.21,midline,0,79.9,0.001227,1.721,4,7,4,1,4.900000000000006,0.63,0.01,0.63,0.01,0.0,0.0
2024-12-16 00:55:00+00:00,val,0.03,midline,0,76.13,0.001351,1.902,4,0,1,1,1.1299999999999955,0.135,0.275,0.135,0.275,0.0,0.0
2024-12-17 00:55:00+00:00,val,1.27,midline,0,86.36,0.001649,2.431,4,0,2,1,11.36,0.0,0.645,0.0,0.695,0.0,0.04999999999999993
2024-12-18 00:20:00+00:00,val,0.2,midline,0,75.44,0.000703,1.782,4,0,3,1,0.4399999999999977,0.18,0.055,0.18,0.055,0.0,0.0
2024-12-18 07:55:00+00:00,val,0.15,midline,0,24.71,0.001524,1.743,4,7,3,0,0.28999999999999915,0.37,0.19,0.37,0.19,0.0,0.0
2024-12-23 07:45:00+00:00,val,-0.53,midline,1,20.8,0.001413,1.708,4,7,1,0,4.199999999999999,0.6,0.01,0.6,0.01,0.0,0.0
2025-01-10 06:00:00+00:00,test,0.15,midline,0,23.69,0.001096,2.045,4,5,5,0,1.3099999999999987,0.205,0.1,0.205,0.1,0.0,0.0
2025-01-16 07:15:00+00:00,test,0.51,midline,0,76.36,0.001611,1.788,4,7,4,1,1.3599999999999994,0.155,0.22,0.155,0.22,0.0,0.0
2025-02-19 06:15:00+00:00,test,0.45,midline,0,77.27,0.001048,1.879,4,6,3,1,2.269999999999996,0.08,0.095,0.08,0.165,0.0,0.07
2025-04-03 23:20:00+00:00,test,0.19,midline,0,77.31,0.001162,1.692,9,23,4,1,2.3100000000000023,0.615,0.125,0.615,0.125,0.0,0.0
2025-05-06 01:15:00+00:00,test,-0.95,midline,1,22.97,0.001365,1.589,10,1,2,0,2.030000000000001,0.94,0.0,0.94,0.0,0.0,0.0
2025-05-16 06:10:00+00:00,test,0.09,midline,0,75.3,0.001399,1.635,8,6,5,1,0.29999999999999716,0.0,0.475,0.02,0.475,0.02,0.0
2025-05-20 01:25:00+00:00,test,0.38,midline,0,21.99,0.001239,2.18,12,1,2,0,3.0100000000000016,0.32,0.075,0.32,0.175,0.0,0.09999999999999999
2025-06-04 00:50:00+00:00,test,0.42,midline,0,78.74,0.001187,1.665,12,0,3,1,3.739999999999995,0.215,0.24,0.215,0.24,0.0,0.0
2025-06-08 23:15:00+00:00,test,-0.28,midline,0,75.98,0.001042,5.655,11,23,0,1,0.980000000000004,0.095,0.055,0.095,0.055,0.0,0.0
2025-06-11 23:10:00+00:00,test,-1.24,e8c,1,75.18,0.00094,2.608,12,23,3,1,0.18000000000000682,0.14,0.15,0.145,0.15,0.004999999999999977,0.0
2025-06-23 23:10:00+00:00,test,0.09,midline,0,78.16,0.001343,3.2,8,23,1,1,3.1599999999999966,0.46,0.105,0.46,0.22,0.0,0.115
2025-07-04 00:35:00+00:00,test,0.19,midline,0,75.1,0.000965,1.907,8,0,5,1,0.09999999999999432,0.215,0.06,0.215,0.06,0.0,0.0
2025-07-07 07:35:00+00:00,test,-2.0,sl,1,24.65,0.001369,1.826,10,7,1,0,0.3500000000000014,0.165,0.255,0.255,0.255,0.09,0.0
2025-07-10 01:00:00+00:00,test,-0.23,midline,1,79.0,0.001136,2.989,8,0,4,1,4.0,0.46,0.115,0.465,0.115,0.0050000000000000044,0.0
2025-07-30 01:20:00+00:00,test,-0.4,midline,1,77.56,0.00097,1.654,10,1,3,1,2.5600000000000023,0.34,0.065,0.34,0.065,0.0,0.0
2025-08-08 06:30:00+00:00,test,0.33,midline,0,22.31,0.001632,1.939,8,6,5,0,2.6900000000000013,0.295,0.03,0.295,0.03,0.0,0.0
2025-08-11 08:05:00+00:00,test,-0.62,midline,1,24.22,0.000973,2.13,11,8,1,0,0.7800000000000011,0.44,0.075,0.55,0.075,0.11000000000000004,0.0
2025-08-11 12:40:00+00:00,test,-0.97,midline,1,22.88,0.001431,1.72,10,12,1,0,2.120000000000001,0.485,0.06,0.755,0.06,0.27,0.0
2025-08-18 23:10:00+00:00,test,0.75,midline,0,76.11,0.001212,3.244,12,23,1,1,1.1099999999999994,0.06,0.355,0.06,0.355,0.0,0.0
2025-08-21 07:35:00+00:00,test,0.97,midline,0,23.22,0.001559,1.581,11,7,4,0,1.7800000000000011,0.43,0.1,0.43,0.1,0.0,0.0
2025-08-22 04:40:00+00:00,test,-0.51,midline,1,21.32,0.001615,1.618,12,4,5,0,3.6799999999999997,0.24,0.085,0.24,0.085,0.0,0.0
2025-08-25 07:20:00+00:00,test,0.23,midline,0,76.38,0.001472,1.954,9,7,1,1,1.3799999999999955,0.135,0.18,0.135,0.18,0.0,0.0
2025-08-27 05:25:00+00:00,test,0.03,midline,0,24.54,0.001511,1.581,10,5,3,0,0.46000000000000085,0.26,0.065,0.26,0.065,0.0,0.0
2025-09-01 07:10:00+00:00,test,0.1,midline,0,77.05,0.001278,2.075,10,7,1,1,2.049999999999997,0.46,0.275,0.505,0.275,0.044999999999999984,0.0
2025-09-09 00:25:00+00:00,test,0.51,midline,0,76.94,0.001076,2.157,2,0,2,1,1.9399999999999977,0.02,0.235,0.02,0.235,0.0,0.0
2025-09-12 08:05:00+00:00,test,0.49,midline,0,77.13,0.001561,1.682,1,8,5,1,2.1299999999999955,0.18,0.365,0.18,0.365,0.0,0.0
2025-09-18 05:35:00+00:00,test,-2.0,sl,1,24.55,0.001367,2.042,2,5,4,0,0.4499999999999993,0.505,0.2,0.54,0.2,0.03500000000000003,0.0
2025-09-23 02:40:00+00:00,test,0.7,midline,0,77.42,0.001491,1.963,2,2,2,1,2.4200000000000017,0.33,0.11,0.33,0.415,0.0,0.305
2025-09-29 01:15:00+00:00,test,0.23,midline,0,76.88,0.001359,2.779,2,1,1,1,1.8799999999999955,0.21,0.09,0.21,0.09,0.0,0.0
2025-09-30 01:50:00+00:00,test,0.86,midline,0,23.98,0.001326,2.735,2,1,2,0,1.0199999999999996,0.16,0.505,0.16,0.505,0.0,0.0
2025-10-01 07:45:00+00:00,test,1.79,midline,0,75.61,0.001473,2.514,1,7,3,1,0.6099999999999994,0.36,0.285,0.36,0.285,0.0,0.0
2025-10-09 07:10:00+00:00,test,-2.0,sl,1,21.04,0.00132,2.672,2,7,4,0,3.960000000000001,0.61,0.105,0.725,0.105,0.11499999999999999,0.0
2025-10-15 02:25:00+00:00,test,-0.4,midline,0,75.06,0.001618,1.733,2,2,3,1,0.060000000000002274,0.07,0.29,0.07,0.29,0.0,0.0
2025-10-16 01:35:00+00:00,test,-0.74,midline,1,79.27,0.001451,3.191,2,1,4,1,4.269999999999996,0.31,0.07,0.31,0.07,0.0,0.0
2025-10-21 01:15:00+00:00,test,0.01,midline,0,75.42,0.000844,1.654,2,1,2,1,0.4200000000000017,0.155,0.145,0.155,0.145,0.0,0.0
2025-10-23 01:10:00+00:00,test,0.49,midline,0,20.75,0.000894,2.862,2,1,4,0,4.25,0.2,0.07,0.2,0.07,0.0,0.0
2025-10-27 01:15:00+00:00,test,0.69,midline,0,76.62,0.001235,2.094,2,1,1,1,1.6200000000000045,0.2,0.24,0.2,0.36,0.0,0.12
2025-10-27 04:10:00+00:00,test,0.19,midline,0,22.01,0.000792,1.689,2,4,1,0,2.9899999999999984,0.075,0.135,0.075,0.135,0.0,0.0
2025-10-27 18:55:00+00:00,test,0.46,midline,0,75.18,0.001321,1.858,2,18,1,1,0.18000000000000682,0.09,0.305,0.09,0.315,0.0,0.010000000000000009
2025-10-29 03:45:00+00:00,test,-1.28,midline,1,24.25,0.000682,1.598,2,3,3,0,0.75,0.175,0.01,0.175,0.01,0.0,0.0
2025-10-31 07:10:00+00:00,test,0.93,midline,0,21.84,0.001576,1.633,2,7,5,0,3.16,0.05,0.385,0.05,0.385,0.0,0.0
2025-11-04 00:05:00+00:00,test,-0.63,midline,1,24.46,0.000617,2.119,2,0,2,0,0.5399999999999991,0.335,0.0,0.335,0.0,0.0,0.0
2025-11-04 06:25:00+00:00,test,-0.27,midline,0,76.52,0.001234,2.309,2,6,2,1,1.519999999999996,0.135,0.2,0.135,0.2,0.0,0.0
2025-11-04 11:55:00+00:00,test,-0.01,midline,1,23.37,0.001513,1.583,1,11,2,0,1.629999999999999,0.51,0.08,0.545,0.08,0.03500000000000003,0.0
2025-11-07 19:50:00+00:00,test,0.87,midline,0,22.06,0.001565,2.174,2,19,5,0,2.9400000000000013,0.04,0.415,0.04,0.415,0.0,0.0
2025-11-24 05:05:00+00:00,test,0.3,midline,0,76.52,0.000622,1.511,2,5,1,1,1.519999999999996,0.14,0.145,0.14,0.145,0.0,0.0
2025-11-27 00:05:00+00:00,test,0.35,midline,0,75.19,0.000911,1.559,2,0,4,1,0.18999999999999773,0.0,0.26,0.0,0.26,0.0,0.0
2025-11-28 02:00:00+00:00,test,0.2,midline,0,23.6,0.00164,1.591,2,1,5,0,1.3999999999999986,0.035,0.25,0.035,0.25,0.0,0.0
2025-12-04 20:40:00+00:00,test,0.07,midline,0,23.04,0.000935,1.55,2,20,4,0,1.9600000000000009,0.105,0.08,0.105,0.08,0.0,0.0
2025-12-05 01:05:00+00:00,test,0.01,midline,0,77.32,0.001027,1.525,2,1,5,1,2.319999999999993,0.055,0.12,0.055,0.12,0.0,0.0
2025-12-08 06:05:00+00:00,test,0.97,midline,0,80.78,0.001147,4.11,2,6,1,1,5.780000000000001,0.045,0.41,0.045,0.41,0.0,0.0
2025-12-10 08:00:00+00:00,test,0.44,midline,0,78.59,0.001503,2.861,1,7,3,1,3.5900000000000034,0.105,0.225,0.32,0.225,0.21500000000000002,0.0
2025-12-11 07:40:00+00:00,test,0.16,midline,0,77.21,0.001515,1.539,1,7,4,1,2.2099999999999937,0.125,0.32,0.195,0.32,0.07,0.0
2025-12-17 04:30:00+00:00,test,-0.13,midline,0,20.51,0.000831,1.57,2,4,3,0,4.489999999999998,0.135,0.075,0.135,0.075,0.0,0.0
2025-12-17 07:00:00+00:00,test,0.38,midline,0,19.55,0.001565,3.952,1,6,3,0,5.449999999999999,0.345,0.085,0.345,0.085,0.0,0.0
2025-12-19 20:55:00+00:00,test,0.47,midline,0,22.5,0.001033,2.195,6,20,5,0,2.5,0.165,0.2,0.165,0.2,0.0,0.0
2025-12-22 07:55:00+00:00,test,-0.05,midline,0,77.42,0.00144,1.747,6,7,1,1,2.4200000000000017,0.095,0.33,0.095,0.33,0.0,0.0
2025-12-29 05:05:00+00:00,test,-0.71,midline,0,23.65,0.001219,1.506,7,5,1,0,1.3500000000000014,0.48,0.0,0.48,0.0,0.0,0.0
2026-01-02 01:05:00+00:00,test,-0.22,midline,0,76.1,0.00092,2.544,6,1,5,1,1.0999999999999943,0.155,0.11,0.155,0.11,0.0,0.0
2026-01-02 06:20:00+00:00,test,-0.37,midline,0,18.27,0.001147,1.767,6,6,5,0,6.73,0.3,0.0,0.3,0.0,0.0,0.0
2026-01-02 07:35:00+00:00,test,0.08,midline,0,14.21,0.001205,1.868,7,7,5,0,10.79,0.09,0.3,0.135,0.3,0.04500000000000001,0.0
2026-01-04 23:05:00+00:00,test,0.48,midline,0,19.65,0.001463,3.5,6,23,0,0,5.350000000000001,0.03,0.415,0.03,0.415,0.0,0.0
2026-01-05 23:50:00+00:00,test,0.12,midline,0,20.65,0.00065,2.265,6,23,1,0,4.350000000000001,0.14,0.065,0.14,0.065,0.0,0.0
2026-01-07 07:40:00+00:00,test,-0.21,midline,1,24.39,0.001257,2.111,7,7,3,0,0.6099999999999994,0.335,0.195,0.365,0.195,0.02999999999999997,0.0
2026-01-12 05:35:00+00:00,test,0.17,midline,0,76.52,0.001418,1.575,6,5,1,1,1.519999999999996,0.135,0.145,0.135,0.175,0.0,0.03
2026-01-13 13:00:00+00:00,test,1.37,midline,0,24.63,0.001442,2.439,6,12,2,0,0.370000000000001,0.285,0.135,0.285,1.09,0.0,0.9550000000000001
2026-01-21 23:35:00+00:00,test,0.41,midline,0,24.71,0.001121,3.729,7,23,3,0,0.28999999999999915,0.185,0.07,0.185,0.17,0.0,0.1
2026-01-28 23:20:00+00:00,test,-2.0,sl,1,75.18,0.001259,2.655,6,23,3,1,0.18000000000000682,0.595,0.035,0.595,0.035,0.0,0.0
2026-02-05 07:05:00+00:00,test,-0.47,midline,0,75.27,0.001048,1.654,6,7,4,1,0.269999999999996,0.15,0.225,0.15,0.225,0.0,0.0
2026-02-17 00:45:00+00:00,test,0.04,midline,0,24.98,0.000568,2.151,6,0,2,0,0.019999999999999574,0.115,0.12,0.115,0.12,0.0,0.0
2026-02-20 01:50:00+00:00,test,0.03,midline,0,21.94,0.001369,1.911,6,1,5,0,3.0599999999999987,0.09,0.13,0.09,0.13,0.0,0.0
2026-02-23 11:35:00+00:00,test,-0.06,midline,0,17.12,0.001645,1.77,6,11,1,0,7.879999999999999,0.035,0.315,0.035,0.315,0.0,0.0
2026-02-24 04:35:00+00:00,test,0.28,midline,0,23.52,0.00147,1.985,6,4,2,0,1.4800000000000004,0.08,0.065,0.08,0.085,0.0,0.020000000000000004
2026-02-27 04:40:00+00:00,test,0.37,midline,0,75.03,0.000978,1.567,6,4,5,1,0.030000000000001137,0.045,0.205,0.045,0.205,0.0,0.0
2026-03-05 06:00:00+00:00,test,1.47,midline,0,23.54,0.001485,1.654,6,5,4,0,1.4600000000000009,0.38,0.02,0.38,0.07,0.0,0.05
2026-03-11 22:45:00+00:00,test,-0.67,midline,1,21.5,0.001635,3.905,7,22,3,0,3.5,0.195,0.11,0.315,0.11,0.12,0.0
2026-03-13 04:40:00+00:00,test,0.29,midline,0,24.64,0.00098,1.749,6,4,5,0,0.35999999999999943,0.055,0.145,0.055,0.145,0.0,0.0
2026-03-16 06:05:00+00:00,test,0.04,midline,0,21.75,0.001327,2.055,6,6,1,0,3.25,0.345,0.185,0.39,0.185,0.04500000000000004,0.0
2026-03-29 22:45:00+00:00,test,0.4,midline,0,24.46,0.001309,2.446,6,22,0,0,0.5399999999999991,0.075,0.23,0.075,0.23,0.0,0.0
2026-04-03 12:35:00+00:00,test,0.83,midline,0,23.29,0.001264,6.278,6,12,5,0,1.7100000000000009,0.17,0.255,0.17,0.255,0.0,0.0
2026-04-16 02:45:00+00:00,test,0.23,midline,0,79.17,0.001213,2.0,6,2,4,1,4.170000000000002,0.345,0.23,0.345,0.23,0.0,0.0
2026-04-22 05:20:00+00:00,test,0.92,midline,0,77.13,0.001235,4.44,6,5,3,1,2.1299999999999955,0.335,0.23,0.335,0.235,0.0,0.004999999999999977
2026-04-27 01:05:00+00:00,test,0.04,midline,0,81.05,0.001499,4.096,6,1,1,1,6.049999999999997,0.15,0.375,0.15,0.375,0.0,0.0
2026-04-28 06:50:00+00:00,test,0.56,midline,0,20.52,0.001604,1.876,6,6,2,0,4.48,0.43,0.205,0.43,0.285,0.0,0.07999999999999999
