entry_time,exit_time,symbol,timeframe,side,entry_px,exit_px,profit,exit_type,bars_held,rsi,bb_width_ratio,vol_ratio,spread_pts,entry_hour,entry_dow,mae_r,mfe_r,mae_r_b5,mfe_r_b5,mae_r_b6,mfe_r_b6,sl_pts
2025.12.19 20:55:00,2025.12.21 22:10:30,EURUSD,M5,buy,1.17094,1.17141,0.47,midline,13,22.50,0.001033,2.195,6,20,5,0.1800,0.5450,0.1650,0.2000,0.1650,0.2000,200.0
2025.12.22 07:55:00,2025.12.22 09:20:00,EURUSD,M5,sell,1.17295,1.17300,-0.05,midline,16,77.42,0.001440,1.747,6,7,1,0.4250,0.3300,0.0950,0.3300,0.0950,0.3300,200.0
2025.12.29 05:05:00,2025.12.29 06:10:00,EURUSD,M5,buy,1.17631,1.17560,-0.71,midline,12,23.65,0.001219,1.506,7,5,1,0.4800,0.0000,0.4800,0.0000,0.4800,0.0000,200.0
2026.01.02 01:05:00,2026.01.02 02:35:00,EURUSD,M5,sell,1.17583,1.17605,-0.22,midline,17,76.10,0.000920,2.544,6,1,5,0.2550,0.1100,0.1550,0.1100,0.1550,0.1100,200.0
2026.01.02 06:20:00,2026.01.02 07:25:00,EURUSD,M5,buy,1.17472,1.17435,-0.37,midline,12,18.27,0.001147,1.767,6,6,5,0.3000,0.0000,0.3000,0.0000,0.3000,0.0000,200.0
2026.01.02 07:35:00,2026.01.02 09:10:00,EURUSD,M5,buy,1.17328,1.17336,0.08,midline,18,14.21,0.001205,1.868,7,7,5,0.4600,0.3000,0.0900,0.3000,0.1350,0.3000,200.0
2026.01.04 23:05:00,2026.01.05 00:25:00,EURUSD,M5,buy,1.17041,1.17089,0.48,midline,15,19.65,0.001463,3.500,6,23,0,0.1050,0.4150,0.0300,0.4150,0.0300,0.4150,200.0
2026.01.05 23:50:00,2026.01.06 01:00:00,EURUSD,M5,buy,1.17153,1.17165,0.12,midline,13,20.65,0.000650,2.265,6,23,1,0.2500,0.0700,0.1400,0.0650,0.1400,0.0650,200.0
2026.01.07 07:40:00,2026.01.07 08:45:00,EURUSD,M5,buy,1.16832,1.16811,-0.21,midline,12,24.39,0.001257,2.111,7,7,3,0.5350,0.1950,0.3350,0.1950,0.3650,0.1950,200.0
2026.01.12 05:35:00,2026.01.12 06:50:00,EURUSD,M5,sell,1.16681,1.16664,0.17,midline,14,76.52,0.001418,1.575,6,5,1,0.1350,0.2100,0.1350,0.1450,0.1350,0.1750,200.0
2026.01.13 13:00:00,2026.01.13 13:35:00,EURUSD,M5,buy,1.16554,1.16691,1.37,midline,6,24.63,0.001442,2.439,6,12,2,0.2850,1.0900,0.2850,0.1350,0.2850,1.0900,200.0
2026.01.16 02:45:00,2026.01.16 03:00:00,EURUSD,M5,sell,1.16138,1.16099,0.39,midline,2,75.08,0.000826,2.406,6,2,5,0.0050,0.2800,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.01.20 00:45:00,2026.01.20 01:00:00,EURUSD,M5,buy,1.16341,1.16400,0.59,midline,2,23.34,0.000880,1.559,6,0,2,0.0850,0.3300,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.01.21 23:35:00,2026.01.22 00:25:00,EURUSD,M5,buy,1.16751,1.16792,0.41,midline,9,24.71,0.001121,3.729,7,23,3,0.1850,0.1900,0.1850,0.0700,0.1850,0.1700,200.0
2026.01.28 23:20:00,2026.01.29 00:34:15,EURUSD,M5,sell,1.19655,1.19855,-2.00,sl,13,75.18,0.001259,2.655,6,23,3,0.8500,0.0350,0.5950,0.0350,0.5950,0.0350,200.0
2026.02.05 07:05:00,2026.02.05 08:35:00,EURUSD,M5,sell,1.17999,1.18046,-0.47,midline,17,75.27,0.001048,1.654,6,7,4,0.4300,0.2250,0.1500,0.2250,0.1500,0.2250,200.0
2026.02.11 06:10:00,2026.02.11 06:35:00,EURUSD,M5,sell,1.19238,1.19159,0.79,midline,4,75.22,0.001546,1.783,6,6,3,0.0250,0.4350,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.02.17 00:45:00,2026.02.17 01:50:00,EURUSD,M5,buy,1.18429,1.18433,0.04,midline,12,24.98,0.000568,2.151,6,0,2,0.1150,0.1200,0.1150,0.1200,0.1150,0.1200,200.0
2026.02.20 01:50:00,2026.02.20 03:05:00,EURUSD,M5,buy,1.17569,1.17572,0.03,midline,14,21.94,0.001369,1.911,6,1,5,0.1850,0.1300,0.0900,0.1300,0.0900,0.1300,200.0
2026.02.23 11:35:00,2026.02.23 12:55:00,EURUSD,M5,buy,1.17812,1.17806,-0.06,midline,15,17.12,0.001645,1.770,6,11,1,0.3550,0.3150,0.0350,0.3150,0.0350,0.3150,200.0
2026.02.24 04:35:00,2026.02.24 05:35:00,EURUSD,M5,buy,1.17692,1.17720,0.28,midline,11,23.52,0.001470,1.985,6,4,2,0.0800,0.1500,0.0800,0.0650,0.0800,0.0850,200.0
2026.02.27 04:40:00,2026.02.27 05:40:00,EURUSD,M5,sell,1.18120,1.18083,0.37,midline,11,75.03,0.000978,1.567,6,4,5,0.0450,0.2300,0.0450,0.2050,0.0450,0.2050,200.0
2026.03.05 06:00:00,2026.03.05 06:50:00,EURUSD,M5,buy,1.15950,1.16097,1.47,midline,9,23.54,0.001485,1.654,6,5,4,0.3800,0.7450,0.3800,0.0200,0.3800,0.0700,200.0
2026.03.11 22:45:00,2026.03.12 00:40:00,EURUSD,M5,buy,1.15515,1.15448,-0.67,midline,22,21.50,0.001635,3.905,7,22,3,0.8900,0.1100,0.1950,0.1100,0.3150,0.1100,200.0
2026.03.13 04:40:00,2026.03.13 05:30:00,EURUSD,M5,buy,1.15008,1.15037,0.29,midline,9,24.64,0.000980,1.749,6,4,5,0.0550,0.1750,0.0550,0.1450,0.0550,0.1450,200.0
2026.03.16 06:05:00,2026.03.16 07:05:00,EURUSD,M5,buy,1.14326,1.14330,0.04,midline,11,21.75,0.001327,2.055,6,6,1,0.4400,0.1850,0.3450,0.1850,0.3900,0.1850,200.0
2026.03.16 07:40:00,2026.03.16 08:05:00,EURUSD,M5,buy,1.14154,1.14281,1.27,midline,4,21.90,0.001627,2.040,6,7,1,0.0700,0.8100,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.03.16 23:20:00,2026.03.16 23:50:00,EURUSD,M5,buy,1.14966,1.14990,0.24,midline,5,23.81,0.001193,1.854,6,23,1,0.0850,0.1450,0.0850,0.1450,-1.0000,-1.0000,200.0
2026.03.29 22:45:00,2026.03.29 23:25:00,EURUSD,M5,buy,1.14891,1.14931,0.40,midline,7,24.46,0.001309,2.446,6,22,0,0.0750,0.2550,0.0750,0.2300,0.0750,0.2300,200.0
2026.04.03 12:35:00,2026.04.03 13:15:00,EURUSD,M5,buy,1.15284,1.15367,0.83,midline,7,23.29,0.001264,6.278,6,12,5,0.1700,0.4750,0.1700,0.2550,0.1700,0.2550,200.0
2026.04.13 06:10:00,2026.04.13 06:25:00,EURUSD,M5,sell,1.16938,1.16908,0.30,midline,2,76.00,0.000732,1.703,6,6,1,0.0400,0.3300,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.04.13 18:35:00,2026.04.13 19:00:00,EURUSD,M5,sell,1.17490,1.17644,-1.54,e8c,4,83.31,0.001630,1.809,6,18,1,0.8050,0.1550,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.04.15 05:20:00,2026.04.15 05:40:00,EURUSD,M5,sell,1.17971,1.17921,0.50,midline,3,78.44,0.000815,1.671,6,5,3,0.0050,0.4150,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.04.16 02:45:00,2026.04.16 03:45:00,EURUSD,M5,sell,1.18167,1.18144,0.23,midline,11,79.17,0.001213,2.000,6,2,4,0.3450,0.2450,0.3450,0.2300,0.3450,0.2300,200.0
2026.04.17 12:35:00,2026.04.17 12:49:31,EURUSD,M5,sell,1.18084,1.18284,-2.00,sl,1,75.01,0.001233,1.564,6,12,5,0.2250,0.1350,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.04.22 05:20:00,2026.04.22 06:10:00,EURUSD,M5,sell,1.17556,1.17464,0.92,midline,9,77.13,0.001235,4.440,6,5,3,0.3350,0.5600,0.3350,0.2300,0.3350,0.2350,200.0
2026.04.23 00:15:00,2026.04.23 00:20:00,EURUSD,M5,buy,1.16980,1.17101,1.21,midline,0,20.81,0.000679,4.929,6,0,4,0.3000,0.6650,-1.0000,-1.0000,-1.0000,-1.0000,200.0
2026.04.27 01:05:00,2026.04.27 02:10:00,EURUSD,M5,sell,1.17236,1.17232,0.04,midline,12,81.05,0.001499,4.096,6,1,1,0.1500,0.3750,0.1500,0.3750,0.1500,0.3750,200.0
2026.04.28 06:50:00,2026.04.28 07:25:00,EURUSD,M5,buy,1.16942,1.16998,0.56,midline,6,20.52,0.001604,1.876,6,6,2,0.4300,0.2850,0.4300,0.2050,0.4300,0.2850,200.0
2026.04.29 00:05:00,2026.04.29 00:20:00,EURUSD,M5,sell,1.17202,1.17166,0.36,midline,2,75.85,0.000396,2.116,5,0,3,0.0000,0.2100,-1.0000,-1.0000,-1.0000,-1.0000,200.0
